what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1279712661468
ws,sysinfo,,,"win32",1279712661468
locale,sysinfo,,,"es_ES",1279712661468
processors,sysinfo,,,"4",1279712661468
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1279712661468
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1279712661468
java.specification.name,sysinfo,,,"Java Platform API Specification",1279712661468
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1279712661468
java.specification.version,sysinfo,,,"1.6",1279712661468
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1279712661468
java.version,sysinfo,,,"1.6.0_20",1279712661468
java.vm.info,sysinfo,,,"mixed mode, sharing",1279712661468
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1279712661468
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1279712661468
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1279712661468
java.vm.specification.version,sysinfo,,,"1.0",1279712661468
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1279712661468
java.vm.version,sysinfo,,,"16.3-b01",1279712661468
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279712683203
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1279712683343
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.restartWorkbench",1279712683390
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.ide.ant",1279712683421
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1279712683421
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1279712683421
stopped,bundle,org.eclipse.mylyn.java.tasks,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.tasks",1279712683421
stopped,bundle,org.eclipse.mylyn.java.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.ui",1279712683421
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1279712683421
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1279712683421
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1279712683421
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1279712683437
